hlpi_name,year,hlpi,nzhec,nzhec_name,nzhec_short,level,nzhec1,nzhec1_name,nzhec1_short,weight,exp_pw,eqv_exp_pw
Income quintile 2,2017,disq2,7.1,Purchase of vehicles,Vehicles,subgroup,7,Transport,Transport,2.9,24.5,13.5
Income quintile 2,2017,disq2,7.2,Private transport supplies and services,Private transport supplies,subgroup,7,Transport,Transport,6.7,56.1,30.9
Income quintile 2,2017,disq2,7.3,Passenger transport services,Passenger transport,subgroup,7,Transport,Transport,1.9,15.8,8.7
Income quintile 2,2017,disq2,8,Communication,Communication,group,8,Communication,Communication,4.1,34.2,18.9
Income quintile 2,2017,disq2,8.1,Postal services,Postal services,subgroup,8,Communication,Communication,0.2,1.3,0.7
Income quintile 2,2017,disq2,8.2,Telecommunication equipment,Telecommunication equip,subgroup,8,Communication,Communication,0.5,4,2.2
Income quintile 2,2017,disq2,8.3,Telecommunication services,Telecommunication services,subgroup,8,Communication,Communication,3.5,29,16
Income quintile 2,2017,disq2,9,Recreation and culture,Recreation and culture,group,9,Recreation and culture,Recreation and culture,7.8,65.2,36
Income quintile 2,2017,disq2,9.1,Audio-visual and computing equipment,Audio-visual,subgroup,9,Recreation and culture,Recreation and culture,0.9,7.8,4.3
Income quintile 2,2017,disq2,9.2,Major recreational and cultural equipment,Major recreational equip,subgroup,9,Recreation and culture,Recreation and culture,0.3,2.7,1.5
Income quintile 2,2017,disq2,9.3,Other recreational equipment and supplies,Other recreational equip,subgroup,9,Recreation and culture,Recreation and culture,2.3,19.3,10.6
Income quintile 2,2017,disq2,9.4,Recreational and cultural services,Rec & cultural services,subgroup,9,Recreation and culture,Recreation and culture,2.3,19.7,10.8
Income quintile 2,2017,disq2,9.5,"Newspapers, books and stationery",Newspapers & books,subgroup,9,Recreation and culture,Recreation and culture,1,8.2,4.5
Income quintile 2,2017,disq2,9.6,Accommodation services,Accomodation,subgroup,9,Recreation and culture,Recreation and culture,0.9,7.6,4.2
Income quintile 2,2017,disq2,10,Education,Education,group,10,Education,Education,1.3,11.1,6.1
Income quintile 2,2017,disq2,10.1,Early childhood education,Early childhood education,subgroup,10,Education,Education,0.2,2,1.1
Income quintile 2,2017,disq2,10.2,Primary and secondary education,Primary/secondary education,subgroup,10,Education,Education,0.3,2.8,1.6
Income quintile 2,2017,disq2,10.3,Tertiary and other post school education,Tertiary education,subgroup,10,Education,Education,0.7,6.3,3.5
Income quintile 2,2017,disq2,10.4,Other educational fees,Other education,subgroup,10,Education,Education,0,0.1,0
Income quintile 2,2017,disq2,11,Miscellaneous goods and services,Miscellaneous,group,11,Miscellaneous goods and services,Miscellaneous,7.9,66.5,36.7
Income quintile 2,2017,disq2,11.1,Personal care,Personal care,subgroup,11,Miscellaneous goods and services,Miscellaneous,2.1,17.9,9.9
Income quintile 2,2017,disq2,11.3,Personal effects,Personal effects,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.3,2.2,1.2
Income quintile 2,2017,disq2,11.4,Insurance,Insurance,subgroup,11,Miscellaneous goods and services,Miscellaneous,4.9,41.4,22.8
Income quintile 2,2017,disq2,11.5,Credit services,Credit services,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.2,1.9,1.1
Income quintile 2,2017,disq2,11.6,Other miscellaneous services,Miscellaneous services,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.4,3.1,1.7
Income quintile 2,2017,disq2,13,Other expenditure,Interest,group,13,Other expenditure,Interest,4.9,40.7,22.4
Income quintile 2,2017,disq2,13.1,Interest payments,Interest,subgroup,13,Other expenditure,Interest,4.9,40.7,22.4
Income quintile 2,2017,disq2,04.1.01,Actual rentals for housing,Rent,class,4,Housing and household utilities,Housing,16.1,134.9,74.3
Income quintile 2,2017,disq2,04.4.03,Local authority rates and payments,Local authority rates,class,4,Housing and household utilities,Housing,4,33.2,18.3
Income quintile 2,2017,disq2,04.5.01,Electricity,Electricity,class,4,Housing and household utilities,Housing,5.3,44.6,24.6
Income quintile 2,2017,disq2,07.2.02,Petrol,Petrol,class,7,Transport,Transport,4.5,37.5,20.7
Income quintile 3,2017,disq3,1,Food,Food,group,1,Food,Food,19.9,221.1,117.7
Income quintile 3,2017,disq3,1.1,Fruit and vegetables,Fruit & veg,subgroup,1,Food,Food,3.2,35.7,19
Income quintile 3,2017,disq3,1.2,"Meat, poultry and fish",Meat,subgroup,1,Food,Food,3,33.6,17.9
Income quintile 3,2017,disq3,1.3,Grocery food,Grocery food,subgroup,1,Food,Food,7,78.3,41.7
Income quintile 3,2017,disq3,1.4,Non-alcoholic beverages,Soft drinks,subgroup,1,Food,Food,1.8,20.3,10.8
Income quintile 3,2017,disq3,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,1,Food,Food,4.8,53.1,28.2
Income quintile 3,2017,disq3,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,2,Alcoholic beverages and tobacco,Alcohol and tobacco,6.6,73.3,39
Income quintile 3,2017,disq3,2.1,Alcoholic beverages,Alcohol,subgroup,2,Alcoholic beverages and tobacco,Alcohol and tobacco,3.6,39.7,21.1
Income quintile 3,2017,disq3,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,2,Alcoholic beverages and tobacco,Alcohol and tobacco,3,33.6,17.9
Income quintile 3,2017,disq3,3,Clothing and footwear,Clothing and footwear,group,3,Clothing and footwear,Clothing and footwear,3.3,36.5,19.5
Income quintile 3,2017,disq3,3.1,Clothing,Clothing,subgroup,3,Clothing and footwear,Clothing and footwear,2.8,30.8,16.4
Income quintile 3,2017,disq3,3.2,Footwear,Footwear,subgroup,3,Clothing and footwear,Clothing and footwear,0.5,5.8,3.1
Income quintile 3,2017,disq3,4,Housing and household utilities,Housing,group,4,Housing and household utilities,Housing,22.6,252.1,134.2
Income quintile 3,2017,disq3,4.1,Actual rentals for housing,Rent,subgroup,4,Housing and household utilities,Housing,12.3,136.5,72.6
Income quintile 3,2017,disq3,4.3,Property maintenance,Property maintenance,subgroup,4,Housing and household utilities,Housing,1.2,13.6,7.2
Income quintile 3,2017,disq3,4.4,Property rates and related services,Property rates,subgroup,4,Housing and household utilities,Housing,4.2,47.1,25.1
Income quintile 3,2017,disq3,4.5,Household energy,Household energy,subgroup,4,Housing and household utilities,Housing,4.9,54.9,29.2
Income quintile 3,2017,disq3,5,Household contents and services,Contents and services,group,5,Household contents and services,Contents and services,3.9,43.5,23.2
Income quintile 3,2017,disq3,5.1,"Furniture, furnishings and floor coverings",Furniture,subgroup,5,Household contents and services,Contents and services,0.9,10.2,5.4
Income quintile 3,2017,disq3,5.2,Household textiles,Textiles,subgroup,5,Household contents and services,Contents and services,0.4,4.9,2.6
Income quintile 3,2017,disq3,5.3,Household appliances,Appliances,subgroup,5,Household contents and services,Contents and services,0.7,8.3,4.4
Income quintile 3,2017,disq3,5.4,"Glassware, tableware and household utensils",Utensils,subgroup,5,Household contents and services,Contents and services,0.3,3,1.6
Income quintile 3,2017,disq3,5.5,Tools and equipment for house and garden,Tools,subgroup,5,Household contents and services,Contents and services,0.6,6.4,3.4
Income quintile 3,2017,disq3,5.6,Other household supplies and services,Other supplies and services,subgroup,5,Household contents and services,Contents and services,1,10.8,5.7
Income quintile 3,2017,disq3,6,Health,Health,group,6,Health,Health,2.9,32.4,17.3
Income quintile 3,2017,disq3,6.1,"Medical products, appliances and equipment",Medical products,subgroup,6,Health,Health,1.1,11.7,6.2
Income quintile 3,2017,disq3,6.2,Out-patient services,Out-patient services,subgroup,6,Health,Health,1.8,19.9,10.6
Income quintile 3,2017,disq3,6.3,Hospital services,Hospital services,subgroup,6,Health,Health,0.1,0.8,0.4
Income quintile 3,2017,disq3,7,Transport,Transport,group,7,Transport,Transport,13,144.2,76.8
Income quintile 3,2017,disq3,7.1,Purchase of vehicles,Vehicles,subgroup,7,Transport,Transport,3.4,37.7,20.1
Income quintile 3,2017,disq3,7.2,Private transport supplies and services,Private transport supplies,subgroup,7,Transport,Transport,6.9,77.2,41.1
Income quintile 3,2017,disq3,7.3,Passenger transport services,Passenger transport,subgroup,7,Transport,Transport,2.6,29.2,15.6
Income quintile 3,2017,disq3,8,Communication,Communication,group,8,Communication,Communication,3.4,37.9,20.2
Income quintile 3,2017,disq3,8.1,Postal services,Postal services,subgroup,8,Communication,Communication,0.1,0.9,0.5
Income quintile 3,2017,disq3,8.2,Telecommunication equipment,Telecommunication equip,subgroup,8,Communication,Communication,0.4,5,2.6
Income quintile 3,2017,disq3,8.3,Telecommunication services,Telecommunication services,subgroup,8,Communication,Communication,2.9,32,17.1
Income quintile 3,2017,disq3,9,Recreation and culture,Recreation and culture,group,9,Recreation and culture,Recreation and culture,7.7,85.2,45.4
Income quintile 3,2017,disq3,9.1,Audio-visual and computing equipment,Audio-visual,subgroup,9,Recreation and culture,Recreation and culture,1,11.4,6
Income quintile 3,2017,disq3,9.2,Major recreational and cultural equipment,Major recreational equip,subgroup,9,Recreation and culture,Recreation and culture,0.2,2.3,1.2
Income quintile 3,2017,disq3,9.3,Other recreational equipment and supplies,Other recreational equip,subgroup,9,Recreation and culture,Recreation and culture,1.9,21,11.2
Income quintile 3,2017,disq3,9.4,Recreational and cultural services,Rec & cultural services,subgroup,9,Recreation and culture,Recreation and culture,2.6,28.9,15.4
Income quintile 3,2017,disq3,9.5,"Newspapers, books and stationery",Newspapers & books,subgroup,9,Recreation and culture,Recreation and culture,1.1,11.7,6.2
Income quintile 3,2017,disq3,9.6,Accommodation services,Accomodation,subgroup,9,Recreation and culture,Recreation and culture,0.9,10,5.3
Income quintile 3,2017,disq3,10,Education,Education,group,10,Education,Education,1.6,17.8,9.5
Income quintile 3,2017,disq3,10.1,Early childhood education,Early childhood education,subgroup,10,Education,Education,0.5,6,3.2
Income quintile 3,2017,disq3,10.2,Primary and secondary education,Primary/secondary education,subgroup,10,Education,Education,0.4,4.2,2.2
Income quintile 3,2017,disq3,10.3,Tertiary and other post school education,Tertiary education,subgroup,10,Education,Education,0.6,7,3.7
Income quintile 3,2017,disq3,10.4,Other educational fees,Other education,subgroup,10,Education,Education,0.1,0.6,0.3
Income quintile 3,2017,disq3,11,Miscellaneous goods and services,Miscellaneous,group,11,Miscellaneous goods and services,Miscellaneous,9,100.5,53.5
Income quintile 3,2017,disq3,11.1,Personal care,Personal care,subgroup,11,Miscellaneous goods and services,Miscellaneous,2.1,23.2,12.4
Income quintile 3,2017,disq3,11.3,Personal effects,Personal effects,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.6,6.5,3.4
Income quintile 3,2017,disq3,11.4,Insurance,Insurance,subgroup,11,Miscellaneous goods and services,Miscellaneous,5.3,59.3,31.6
Income quintile 3,2017,disq3,11.5,Credit services,Credit services,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.3,3.4,1.8
Income quintile 3,2017,disq3,11.6,Other miscellaneous services,Miscellaneous services,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.7,8.1,4.3
Income quintile 3,2017,disq3,13,Other expenditure,Interest,group,13,Other expenditure,Interest,6.2,69,36.7
Income quintile 3,2017,disq3,13.1,Interest payments,Interest,subgroup,13,Other expenditure,Interest,6.2,69,36.7
Income quintile 3,2017,disq3,04.1.01,Actual rentals for housing,Rent,class,4,Housing and household utilities,Housing,12.3,136.5,72.6
Income quintile 3,2017,disq3,04.4.03,Local authority rates and payments,Local authority rates,class,4,Housing and household utilities,Housing,3.5,39.5,21
Income quintile 3,2017,disq3,04.5.01,Electricity,Electricity,class,4,Housing and household utilities,Housing,4.4,49.1,26.1
Income quintile 3,2017,disq3,07.2.02,Petrol,Petrol,class,7,Transport,Transport,4.7,51.9,27.6
Income quintile 4,2017,disq4,1,Food,Food,group,1,Food,Food,19.5,255.4,150.8
Income quintile 4,2017,disq4,1.1,Fruit and vegetables,Fruit & veg,subgroup,1,Food,Food,2.9,38.4,22.7
Income quintile 4,2017,disq4,1.2,"Meat, poultry and fish",Meat,subgroup,1,Food,Food,2.8,36.1,21.3
Income quintile 4,2017,disq4,1.3,Grocery food,Grocery food,subgroup,1,Food,Food,6.7,87.9,51.9
Income quintile 4,2017,disq4,1.4,Non-alcoholic beverages,Soft drinks,subgroup,1,Food,Food,1.9,25,14.8
Income quintile 4,2017,disq4,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,1,Food,Food,5.2,67.9,40.1
Income quintile 4,2017,disq4,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,2,Alcoholic beverages and tobacco,Alcohol and tobacco,7.3,95.1,56.1
Income quintile 4,2017,disq4,2.1,Alcoholic beverages,Alcohol,subgroup,2,Alcoholic beverages and tobacco,Alcohol and tobacco,4.4,57.6,34
Income quintile 4,2017,disq4,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,2,Alcoholic beverages and tobacco,Alcohol and tobacco,2.9,37.5,22.1
Income quintile 4,2017,disq4,3,Clothing and footwear,Clothing and footwear,group,3,Clothing and footwear,Clothing and footwear,3.9,51.5,30.4
Income quintile 4,2017,disq4,3.1,Clothing,Clothing,subgroup,3,Clothing and footwear,Clothing and footwear,3.1,40.2,23.7
Income quintile 4,2017,disq4,3.2,Footwear,Footwear,subgroup,3,Clothing and footwear,Clothing and footwear,0.9,11.4,6.7
Income quintile 4,2017,disq4,4,Housing and household utilities,Housing,group,4,Housing and household utilities,Housing,17.6,229.3,135.4
Income quintile 4,2017,disq4,4.1,Actual rentals for housing,Rent,subgroup,4,Housing and household utilities,Housing,7.4,96.8,57.1
Income quintile 4,2017,disq4,4.3,Property maintenance,Property maintenance,subgroup,4,Housing and household utilities,Housing,1.2,16.2,9.5
Income quintile 4,2017,disq4,4.4,Property rates and related services,Property rates,subgroup,4,Housing and household utilities,Housing,4.4,57.2,33.8
Income quintile 4,2017,disq4,4.5,Household energy,Household energy,subgroup,4,Housing and household utilities,Housing,4.5,59.1,34.9
Income quintile 4,2017,disq4,5,Household contents and services,Contents and services,group,5,Household contents and services,Contents and services,4,52.4,30.9
Income quintile 4,2017,disq4,5.1,"Furniture, furnishings and floor coverings",Furniture,subgroup,5,Household contents and services,Contents and services,1,13.4,7.9
Income quintile 4,2017,disq4,5.2,Household textiles,Textiles,subgroup,5,Household contents and services,Contents and services,0.4,4.8,2.8
Income quintile 4,2017,disq4,5.3,Household appliances,Appliances,subgroup,5,Household contents and services,Contents and services,0.8,10.6,6.2
Income quintile 4,2017,disq4,5.4,"Glassware, tableware and household utensils",Utensils,subgroup,5,Household contents and services,Contents and services,0.3,4.4,2.6
Income quintile 4,2017,disq4,5.5,Tools and equipment for house and garden,Tools,subgroup,5,Household contents and services,Contents and services,0.5,7,4.2
Income quintile 4,2017,disq4,5.6,Other household supplies and services,Other supplies and services,subgroup,5,Household contents and services,Contents and services,0.9,12.3,7.2
Income quintile 4,2017,disq4,6,Health,Health,group,6,Health,Health,3,39.5,23.3
Income quintile 4,2017,disq4,6.1,"Medical products, appliances and equipment",Medical products,subgroup,6,Health,Health,1.3,16.5,9.7
Income quintile 4,2017,disq4,6.2,Out-patient services,Out-patient services,subgroup,6,Health,Health,1.6,20.8,12.3
Income quintile 4,2017,disq4,6.3,Hospital services,Hospital services,subgroup,6,Health,Health,0.2,2.2,1.3
Income quintile 4,2017,disq4,7,Transport,Transport,group,7,Transport,Transport,13.8,179.8,106.2
