species,year,variable,units,magnitude,source,data_value,flag
Triangle Shell,2015,Catch,Tonnes,Actual,Environmental Accounts,247,
Triangle Shell,2015,TACC,Tonnes,Actual,Environmental Accounts,2437,
Triangle Shell,2016,Asset value,Dollars,Millions,Environmental Accounts,1.3,
Triangle Shell,2016,Catch,Tonnes,Actual,Environmental Accounts,375.1,
Triangle Shell,2016,TACC,Tonnes,Actual,Environmental Accounts,2437,
Triangle Shell,2017,Asset value,Dollars,Millions,Environmental Accounts,,
Triangle Shell,2017,Catch,Tonnes,Actual,Environmental Accounts,346.4,
Triangle Shell,2017,TACC,Tonnes,Actual,Environmental Accounts,2542,
Triangle Shell,2018,Asset value,Dollars,Millions,Environmental Accounts,0.2,
Triangle Shell,2018,Catch,Tonnes,Actual,Environmental Accounts,296.5,
Triangle Shell,2018,TACC,Tonnes,Actual,Environmental Accounts,2542,
Triangle Shell,2019,Asset value,Dollars,Millions,Environmental Accounts,,P
Triangle Shell,2019,Catch,Tonnes,Actual,Environmental Accounts,293.1,P
Triangle Shell,2019,TACC,Tonnes,Actual,Environmental Accounts,2542,P
Trough Shell,2005,Asset value,Dollars,Millions,Environmental Accounts,,
Trough Shell,2005,Catch,Tonnes,Actual,Environmental Accounts,2.4,
Trough Shell,2005,TACC,Tonnes,Actual,Environmental Accounts,98,
Trough Shell,2006,Asset value,Dollars,Millions,Environmental Accounts,0.1,
Trough Shell,2006,Catch,Tonnes,Actual,Environmental Accounts,3.2,
Trough Shell,2006,TACC,Tonnes,Actual,Environmental Accounts,98,
Trough Shell,2007,Asset value,Dollars,Millions,Environmental Accounts,0.7,
Trough Shell,2007,Catch,Tonnes,Actual,Environmental Accounts,3.9,
Trough Shell,2007,TACC,Tonnes,Actual,Environmental Accounts,98,
Trough Shell,2008,Asset value,Dollars,Millions,Environmental Accounts,1.1,
Trough Shell,2008,Catch,Tonnes,Actual,Environmental Accounts,1.1,
Trough Shell,2008,TACC,Tonnes,Actual,Environmental Accounts,98,
Trough Shell,2009,Asset value,Dollars,Millions,Environmental Accounts,1.1,
Trough Shell,2009,Catch,Tonnes,Actual,Environmental Accounts,0,
Trough Shell,2009,TACC,Tonnes,Actual,Environmental Accounts,98,
Trough Shell,2010,Asset value,Dollars,Millions,Environmental Accounts,1.1,
Trough Shell,2010,Catch,Tonnes,Actual,Environmental Accounts,0.2,
Trough Shell,2010,TACC,Tonnes,Actual,Environmental Accounts,98,
Trough Shell,2011,Asset value,Dollars,Millions,Environmental Accounts,,
Trough Shell,2011,Catch,Tonnes,Actual,Environmental Accounts,0,
Trough Shell,2011,TACC,Tonnes,Actual,Environmental Accounts,160,
Trough Shell,2012,Asset value,Dollars,Millions,Environmental Accounts,,
Trough Shell,2012,Catch,Tonnes,Actual,Environmental Accounts,,
Trough Shell,2012,TACC,Tonnes,Actual,Environmental Accounts,160,
Trough Shell,2013,Asset value,Dollars,Millions,Environmental Accounts,,
Trough Shell,2013,Catch,Tonnes,Actual,Environmental Accounts,0.1,
Trough Shell,2013,TACC,Tonnes,Actual,Environmental Accounts,160,
Trough Shell,2014,Asset value,Dollars,Millions,Environmental Accounts,,
Trough Shell,2014,Catch,Tonnes,Actual,Environmental Accounts,0,
Trough Shell,2014,TACC,Tonnes,Actual,Environmental Accounts,160,
Trough Shell,2015,Asset value,Dollars,Millions,Environmental Accounts,,
Trough Shell,2015,Catch,Tonnes,Actual,Environmental Accounts,,
Trough Shell,2015,TACC,Tonnes,Actual,Environmental Accounts,160,
Trough Shell,2016,Asset value,Dollars,Millions,Environmental Accounts,,
Trough Shell,2016,Catch,Tonnes,Actual,Environmental Accounts,,
Trough Shell,2016,TACC,Tonnes,Actual,Environmental Accounts,160,
Trough Shell,2017,Asset value,Dollars,Millions,Environmental Accounts,,
Trough Shell,2017,Catch,Tonnes,Actual,Environmental Accounts,0,
Trough Shell,2017,TACC,Tonnes,Actual,Environmental Accounts,160,
Trough Shell,2018,Asset value,Dollars,Millions,Environmental Accounts,0,
Trough Shell,2018,Catch,Tonnes,Actual,Environmental Accounts,0,
Trough Shell,2018,TACC,Tonnes,Actual,Environmental Accounts,160,
Trough Shell,2019,Asset value,Dollars,Millions,Environmental Accounts,,P
Trough Shell,2019,Catch,Tonnes,Actual,Environmental Accounts,0,P
Trough Shell,2019,TACC,Tonnes,Actual,Environmental Accounts,160,P
Trumpeter,1999,Asset value,Dollars,Millions,Environmental Accounts,0.5,
Trumpeter,1999,TACC,Tonnes,Actual,Environmental Accounts,144,
Trumpeter,2000,Asset value,Dollars,Millions,Environmental Accounts,0.6,
Trumpeter,2000,TACC,Tonnes,Actual,Environmental Accounts,144,
Trumpeter,2001,Asset value,Dollars,Millions,Environmental Accounts,0.5,
Trumpeter,2001,TACC,Tonnes,Actual,Environmental Accounts,144,
Trumpeter,2002,Asset value,Dollars,Millions,Environmental Accounts,0.9,
Trumpeter,2002,Catch,Tonnes,Actual,Environmental Accounts,26.4,
Trumpeter,2002,TACC,Tonnes,Actual,Environmental Accounts,144,
Trumpeter,2003,Asset value,Dollars,Millions,Environmental Accounts,0.6,
Trumpeter,2003,Catch,Tonnes,Actual,Environmental Accounts,50.7,
Trumpeter,2003,TACC,Tonnes,Actual,Environmental Accounts,144,
Trumpeter,2004,Asset value,Dollars,Millions,Environmental Accounts,0.7,
Trumpeter,2004,Catch,Tonnes,Actual,Environmental Accounts,42.6,
Trumpeter,2004,TACC,Tonnes,Actual,Environmental Accounts,144,
Trumpeter,2005,Asset value,Dollars,Millions,Environmental Accounts,0.6,
Trumpeter,2005,Catch,Tonnes,Actual,Environmental Accounts,90.1,
Trumpeter,2005,TACC,Tonnes,Actual,Environmental Accounts,144,
Trumpeter,2006,Asset value,Dollars,Millions,Environmental Accounts,0.6,
Trumpeter,2006,Catch,Tonnes,Actual,Environmental Accounts,87.8,
Trumpeter,2006,TACC,Tonnes,Actual,Environmental Accounts,144,
Trumpeter,2007,Asset value,Dollars,Millions,Environmental Accounts,0.4,
Trumpeter,2007,Catch,Tonnes,Actual,Environmental Accounts,98.7,
Trumpeter,2007,TACC,Tonnes,Actual,Environmental Accounts,144,
Trumpeter,2008,Asset value,Dollars,Millions,Environmental Accounts,0.5,
Trumpeter,2008,Catch,Tonnes,Actual,Environmental Accounts,101.4,
Trumpeter,2008,TACC,Tonnes,Actual,Environmental Accounts,144,
Trumpeter,2009,Asset value,Dollars,Millions,Environmental Accounts,0.5,
Trumpeter,2009,Catch,Tonnes,Actual,Environmental Accounts,57.3,
Trumpeter,2009,TACC,Tonnes,Actual,Environmental Accounts,144,
Trumpeter,2010,Asset value,Dollars,Millions,Environmental Accounts,0.5,
Trumpeter,2010,Catch,Tonnes,Actual,Environmental Accounts,95.1,
Trumpeter,2010,TACC,Tonnes,Actual,Environmental Accounts,144,
Trumpeter,2011,Asset value,Dollars,Millions,Environmental Accounts,0.5,
Trumpeter,2011,Catch,Tonnes,Actual,Environmental Accounts,109.7,
Trumpeter,2011,TACC,Tonnes,Actual,Environmental Accounts,144,
Trumpeter,2012,Asset value,Dollars,Millions,Environmental Accounts,0.6,
Trumpeter,2012,Catch,Tonnes,Actual,Environmental Accounts,107.6,
Trumpeter,2012,TACC,Tonnes,Actual,Environmental Accounts,144,
Trumpeter,2013,Asset value,Dollars,Millions,Environmental Accounts,0.6,
Trumpeter,2013,Catch,Tonnes,Actual,Environmental Accounts,92.6,
Trumpeter,2013,TACC,Tonnes,Actual,Environmental Accounts,144,
Trumpeter,2014,Asset value,Dollars,Millions,Environmental Accounts,0.8,
Trumpeter,2014,Catch,Tonnes,Actual,Environmental Accounts,73.9,
Trumpeter,2014,TACC,Tonnes,Actual,Environmental Accounts,144,
Trumpeter,2015,Asset value,Dollars,Millions,Environmental Accounts,0.6,
Trumpeter,2015,Catch,Tonnes,Actual,Environmental Accounts,56.1,
Trumpeter,2015,TACC,Tonnes,Actual,Environmental Accounts,144,
Trumpeter,2016,Asset value,Dollars,Millions,Environmental Accounts,2.9,
Trumpeter,2016,Catch,Tonnes,Actual,Environmental Accounts,75.9,
Trumpeter,2016,TACC,Tonnes,Actual,Environmental Accounts,144,
Trumpeter,2017,Asset value,Dollars,Millions,Environmental Accounts,1.1,
Trumpeter,2017,Catch,Tonnes,Actual,Environmental Accounts,64.6,
Trumpeter,2017,TACC,Tonnes,Actual,Environmental Accounts,144,
Trumpeter,2018,Asset value,Dollars,Millions,Environmental Accounts,1.8,R
Trumpeter,2018,Catch,Tonnes,Actual,Environmental Accounts,52.4,
Trumpeter,2018,TACC,Tonnes,Actual,Environmental Accounts,144,
Trumpeter,2019,Asset value,Dollars,Millions,Environmental Accounts,1.4,P
Trumpeter,2019,Catch,Tonnes,Actual,Environmental Accounts,62.5,P
Trumpeter,2019,TACC,Tonnes,Actual,Environmental Accounts,144,P
Tuatua,2006,Asset value,Dollars,Millions,Environmental Accounts,,
Tuatua,2006,Catch,Tonnes,Actual,Environmental Accounts,,
Tuatua,2006,TACC,Tonnes,Actual,Environmental Accounts,43,
Tuatua,2007,Asset value,Dollars,Millions,Environmental Accounts,,
Tuatua,2007,Catch,Tonnes,Actual,Environmental Accounts,,
Tuatua,2007,TACC,Tonnes,Actual,Environmental Accounts,43,
Tuatua,2008,Asset value,Dollars,Millions,Environmental Accounts,,
Tuatua,2008,Catch,Tonnes,Actual,Environmental Accounts,,
Tuatua,2008,TACC,Tonnes,Actual,Environmental Accounts,43,
Tuatua,2009,Asset value,Dollars,Millions,Environmental Accounts,,
Tuatua,2009,Catch,Tonnes,Actual,Environmental Accounts,,
Tuatua,2009,TACC,Tonnes,Actual,Environmental Accounts,43,
Tuatua,2010,Asset value,Dollars,Millions,Environmental Accounts,,
Tuatua,2010,Catch,Tonnes,Actual,Environmental Accounts,,
Tuatua,2010,TACC,Tonnes,Actual,Environmental Accounts,43,
Tuatua,2011,Asset value,Dollars,Millions,Environmental Accounts,,
Tuatua,2011,Catch,Tonnes,Actual,Environmental Accounts,,
Tuatua,2011,TACC,Tonnes,Actual,Environmental Accounts,43,
Tuatua,2012,Asset value,Dollars,Millions,Environmental Accounts,,
Tuatua,2012,Catch,Tonnes,Actual,Environmental Accounts,4.9,
Tuatua,2012,TACC,Tonnes,Actual,Environmental Accounts,43,
Tuatua,2013,Asset value,Dollars,Millions,Environmental Accounts,,
Tuatua,2013,Catch,Tonnes,Actual,Environmental Accounts,5.3,
Tuatua,2013,TACC,Tonnes,Actual,Environmental Accounts,43,
Tuatua,2014,Asset value,Dollars,Millions,Environmental Accounts,,
Tuatua,2014,Catch,Tonnes,Actual,Environmental Accounts,0,
Tuatua,2014,TACC,Tonnes,Actual,Environmental Accounts,43,
Tuatua,2015,Asset value,Dollars,Millions,Environmental Accounts,0.3,
Tuatua,2015,Catch,Tonnes,Actual,Environmental Accounts,1.8,
Tuatua,2015,TACC,Tonnes,Actual,Environmental Accounts,43,
Tuatua,2016,Asset value,Dollars,Millions,Environmental Accounts,0.3,
Tuatua,2016,Catch,Tonnes,Actual,Environmental Accounts,5.9,
Tuatua,2016,TACC,Tonnes,Actual,Environmental Accounts,43,
Tuatua,2017,Asset value,Dollars,Millions,Environmental Accounts,0.3,
Tuatua,2017,Catch,Tonnes,Actual,Environmental Accounts,0.6,
Tuatua,2017,TACC,Tonnes,Actual,Environmental Accounts,43,
Tuatua,2018,Asset value,Dollars,Millions,Environmental Accounts,0.3,
Tuatua,2018,Catch,Tonnes,Actual,Environmental Accounts,,
Tuatua,2018,TACC,Tonnes,Actual,Environmental Accounts,43,
Tuatua,2019,Asset value,Dollars,Millions,Environmental Accounts,,P
Tuatua,2019,Catch,Tonnes,Actual,Environmental Accounts,0,P
Tuatua,2019,TACC,Tonnes,Actual,Environmental Accounts,43,P
White Warehou,1999,Asset value,Dollars,Millions,Environmental Accounts,11.9,
White Warehou,1999,TACC,Tonnes,Actual,Environmental Accounts,3374,
White Warehou,2000,Asset value,Dollars,Millions,Environmental Accounts,9.9,
White Warehou,2000,TACC,Tonnes,Actual,Environmental Accounts,3374,
White Warehou,2001,Asset value,Dollars,Millions,Environmental Accounts,9.6,
White Warehou,2001,TACC,Tonnes,Actual,Environmental Accounts,3374,
White Warehou,2002,Asset value,Dollars,Millions,Environmental Accounts,10.6,
White Warehou,2002,Catch,Tonnes,Actual,Environmental Accounts,1940.1,
White Warehou,2002,TACC,Tonnes,Actual,Environmental Accounts,3374,
White Warehou,2003,Asset value,Dollars,Millions,Environmental Accounts,13.3,
White Warehou,2003,Catch,Tonnes,Actual,Environmental Accounts,3346.4,
White Warehou,2003,TACC,Tonnes,Actual,Environmental Accounts,3374,
White Warehou,2004,Asset value,Dollars,Millions,Environmental Accounts,16.6,
White Warehou,2004,Catch,Tonnes,Actual,Environmental Accounts,2356.7,
White Warehou,2004,TACC,Tonnes,Actual,Environmental Accounts,3374,
White Warehou,2005,Asset value,Dollars,Millions,Environmental Accounts,17.8,
White Warehou,2005,Catch,Tonnes,Actual,Environmental Accounts,2863.5,
White Warehou,2005,TACC,Tonnes,Actual,Environmental Accounts,3374,
White Warehou,2006,Asset value,Dollars,Millions,Environmental Accounts,9.4,
White Warehou,2006,Catch,Tonnes,Actual,Environmental Accounts,2496.9,
White Warehou,2006,TACC,Tonnes,Actual,Environmental Accounts,3374,
White Warehou,2007,Asset value,Dollars,Millions,Environmental Accounts,5.4,
White Warehou,2007,Catch,Tonnes,Actual,Environmental Accounts,3215.1,
White Warehou,2007,TACC,Tonnes,Actual,Environmental Accounts,3735,
White Warehou,2008,Asset value,Dollars,Millions,Environmental Accounts,18.3,
White Warehou,2008,Catch,Tonnes,Actual,Environmental Accounts,2115.2,
White Warehou,2008,TACC,Tonnes,Actual,Environmental Accounts,3735,
White Warehou,2009,Asset value,Dollars,Millions,Environmental Accounts,17.6,
White Warehou,2009,Catch,Tonnes,Actual,Environmental Accounts,2161.4,
White Warehou,2009,TACC,Tonnes,Actual,Environmental Accounts,3735,
White Warehou,2010,Asset value,Dollars,Millions,Environmental Accounts,20.7,
White Warehou,2010,Catch,Tonnes,Actual,Environmental Accounts,1690.5,
White Warehou,2010,TACC,Tonnes,Actual,Environmental Accounts,3735,
White Warehou,2011,Asset value,Dollars,Millions,Environmental Accounts,21,
White Warehou,2011,Catch,Tonnes,Actual,Environmental Accounts,1324.2,
White Warehou,2011,TACC,Tonnes,Actual,Environmental Accounts,3735,
White Warehou,2012,Asset value,Dollars,Millions,Environmental Accounts,20.4,
White Warehou,2012,Catch,Tonnes,Actual,Environmental Accounts,1374.9,
White Warehou,2012,TACC,Tonnes,Actual,Environmental Accounts,3735,
White Warehou,2013,Asset value,Dollars,Millions,Environmental Accounts,14,
White Warehou,2013,Catch,Tonnes,Actual,Environmental Accounts,1451.7,
White Warehou,2013,TACC,Tonnes,Actual,Environmental Accounts,3735,
White Warehou,2014,Asset value,Dollars,Millions,Environmental Accounts,13.7,
White Warehou,2014,Catch,Tonnes,Actual,Environmental Accounts,1908.2,
White Warehou,2014,TACC,Tonnes,Actual,Environmental Accounts,3735,
White Warehou,2015,Asset value,Dollars,Millions,Environmental Accounts,17.4,
White Warehou,2015,Catch,Tonnes,Actual,Environmental Accounts,845.6,
White Warehou,2015,TACC,Tonnes,Actual,Environmental Accounts,3735,
White Warehou,2016,Asset value,Dollars,Millions,Environmental Accounts,16.2,
White Warehou,2016,Catch,Tonnes,Actual,Environmental Accounts,1069,
White Warehou,2016,TACC,Tonnes,Actual,Environmental Accounts,3735,
White Warehou,2017,Asset value,Dollars,Millions,Environmental Accounts,22.2,
White Warehou,2017,Catch,Tonnes,Actual,Environmental Accounts,1064.9,
White Warehou,2017,TACC,Tonnes,Actual,Environmental Accounts,3735,
White Warehou,2018,Asset value,Dollars,Millions,Environmental Accounts,26.1,R
White Warehou,2018,Catch,Tonnes,Actual,Environmental Accounts,1133.8,R
White Warehou,2018,TACC,Tonnes,Actual,Environmental Accounts,3735,
White Warehou,2019,Asset value,Dollars,Millions,Environmental Accounts,21.6,P
White Warehou,2019,Catch,Tonnes,Actual,Environmental Accounts,1027.8,P
White Warehou,2019,TACC,Tonnes,Actual,Environmental Accounts,3735,P
Yellow-eyed Mullet,1999,Asset value,Dollars,Millions,Environmental Accounts,0.1,
Yellow-eyed Mullet,1999,TACC,Tonnes,Actual,Environmental Accounts,68,
Yellow-eyed Mullet,2000,Asset value,Dollars,Millions,Environmental Accounts,0.2,
Yellow-eyed Mullet,2000,TACC,Tonnes,Actual,Environmental Accounts,68,
Yellow-eyed Mullet,2001,Asset value,Dollars,Millions,Environmental Accounts,0.1,
Yellow-eyed Mullet,2001,TACC,Tonnes,Actual,Environmental Accounts,68,
Yellow-eyed Mullet,2002,Asset value,Dollars,Millions,Environmental Accounts,0.1,
Yellow-eyed Mullet,2002,Catch,Tonnes,Actual,Environmental Accounts,25.2,
Yellow-eyed Mullet,2002,TACC,Tonnes,Actual,Environmental Accounts,68,
Yellow-eyed Mullet,2003,Asset value,Dollars,Millions,Environmental Accounts,0.2,
Yellow-eyed Mullet,2003,Catch,Tonnes,Actual,Environmental Accounts,33.6,
Yellow-eyed Mullet,2003,TACC,Tonnes,Actual,Environmental Accounts,68,
Yellow-eyed Mullet,2004,Asset value,Dollars,Millions,Environmental Accounts,0.4,
Yellow-eyed Mullet,2004,Catch,Tonnes,Actual,Environmental Accounts,21.5,
Yellow-eyed Mullet,2004,TACC,Tonnes,Actual,Environmental Accounts,68,
Yellow-eyed Mullet,2005,Asset value,Dollars,Millions,Environmental Accounts,0.6,
Yellow-eyed Mullet,2005,Catch,Tonnes,Actual,Environmental Accounts,13.2,
Yellow-eyed Mullet,2005,TACC,Tonnes,Actual,Environmental Accounts,68,
Yellow-eyed Mullet,2006,Asset value,Dollars,Millions,Environmental Accounts,0.1,
Yellow-eyed Mullet,2006,Catch,Tonnes,Actual,Environmental Accounts,13.8,
Yellow-eyed Mullet,2006,TACC,Tonnes,Actual,Environmental Accounts,68,
Yellow-eyed Mullet,2007,Asset value,Dollars,Millions,Environmental Accounts,0.1,
Yellow-eyed Mullet,2007,Catch,Tonnes,Actual,Environmental Accounts,23.2,
Yellow-eyed Mullet,2007,TACC,Tonnes,Actual,Environmental Accounts,68,
Yellow-eyed Mullet,2008,Asset value,Dollars,Millions,Environmental Accounts,0.1,
Yellow-eyed Mullet,2008,Catch,Tonnes,Actual,Environmental Accounts,16.1,
Yellow-eyed Mullet,2008,TACC,Tonnes,Actual,Environmental Accounts,68,
Yellow-eyed Mullet,2009,Asset value,Dollars,Millions,Environmental Accounts,0.1,
Yellow-eyed Mullet,2009,Catch,Tonnes,Actual,Environmental Accounts,21.1,
Yellow-eyed Mullet,2009,TACC,Tonnes,Actual,Environmental Accounts,68,
Yellow-eyed Mullet,2010,Asset value,Dollars,Millions,Environmental Accounts,0.1,
Yellow-eyed Mullet,2010,Catch,Tonnes,Actual,Environmental Accounts,30.1,
Yellow-eyed Mullet,2010,TACC,Tonnes,Actual,Environmental Accounts,68,
Yellow-eyed Mullet,2011,Asset value,Dollars,Millions,Environmental Accounts,0.1,
Yellow-eyed Mullet,2011,Catch,Tonnes,Actual,Environmental Accounts,37.6,
Yellow-eyed Mullet,2011,TACC,Tonnes,Actual,Environmental Accounts,68,
Yellow-eyed Mullet,2012,Asset value,Dollars,Millions,Environmental Accounts,0.1,
Yellow-eyed Mullet,2012,Catch,Tonnes,Actual,Environmental Accounts,29,
Yellow-eyed Mullet,2012,TACC,Tonnes,Actual,Environmental Accounts,68,
Yellow-eyed Mullet,2013,Asset value,Dollars,Millions,Environmental Accounts,0.1,
Yellow-eyed Mullet,2013,Catch,Tonnes,Actual,Environmental Accounts,24.5,
Yellow-eyed Mullet,2013,TACC,Tonnes,Actual,Environmental Accounts,68,
Yellow-eyed Mullet,2014,Asset value,Dollars,Millions,Environmental Accounts,0.1,
Yellow-eyed Mullet,2014,Catch,Tonnes,Actual,Environmental Accounts,30.5,
Yellow-eyed Mullet,2014,TACC,Tonnes,Actual,Environmental Accounts,68,
Yellow-eyed Mullet,2015,Asset value,Dollars,Millions,Environmental Accounts,0.2,
Yellow-eyed Mullet,2015,Catch,Tonnes,Actual,Environmental Accounts,44.9,
Yellow-eyed Mullet,2015,TACC,Tonnes,Actual,Environmental Accounts,68,
Yellow-eyed Mullet,2016,Asset value,Dollars,Millions,Environmental Accounts,0.2,
Yellow-eyed Mullet,2016,Catch,Tonnes,Actual,Environmental Accounts,32.3,
Yellow-eyed Mullet,2016,TACC,Tonnes,Actual,Environmental Accounts,68,
Yellow-eyed Mullet,2017,Asset value,Dollars,Millions,Environmental Accounts,0.3,
Yellow-eyed Mullet,2017,Catch,Tonnes,Actual,Environmental Accounts,23.6,
Yellow-eyed Mullet,2017,TACC,Tonnes,Actual,Environmental Accounts,68,
Yellow-eyed Mullet,2018,Asset value,Dollars,Millions,Environmental Accounts,0.3,
Yellow-eyed Mullet,2018,Catch,Tonnes,Actual,Environmental Accounts,24.9,
Yellow-eyed Mullet,2018,TACC,Tonnes,Actual,Environmental Accounts,68,
Yellow-eyed Mullet,2019,Asset value,Dollars,Millions,Environmental Accounts,0.3,P
Yellow-eyed Mullet,2019,Catch,Tonnes,Actual,Environmental Accounts,33.2,P
